"","lon","lat"
"533",-80.195366,43.505153
"534",-79.424288,43.649689
"535",-79.412093,43.651931
"536",-79.466415,43.652118
"538",-79.428992,43.657001
"539",-79.325163,43.667307
"540",-79.364349,43.668555
"541",-79.40822,43.67217
"542",-79.435841,43.685918
"543",-79.377908,43.693522
"544",-79.379188,43.694308
"545",-79.396061,43.701114
"546",-79.431237,43.839213
"547",-79.431205,43.83937
"548",-75.735667,45.380729
"549",-73.553348,45.5161
"550",-73.580331,45.518639
"551",-122.838446,49.140342
"552",-122.805113,49.161186
"553",-122.638138,49.176688
"554",-122.637772,49.176712
"555",-122.637978,49.17672
"556",-122.638053,49.176767
"557",-122.947412,49.223728
"558",-124.091867,49.243338
"559",-122.776823,49.25278
"560",-123.074355,49.261172
"561",-121.949197,49.264275
"562",-123.085307,49.277394
"563",-123.154598,49.335358
"564",-123.067385,49.345723
"565",-81.224785,43.033568
"566",-80.297007,43.369526
"567",-79.479187,43.64603
"568",-78.736637,44.349962
"569",-76.264995,44.916272
"570",-122.627054,49.163295
"571",-122.696239,49.229915
"572",-122.743295,49.259455
"573",-122.753898,49.288323
"574",-82.191254,42.402403
"575",-81.329913,42.950564
"576",-81.241044,43.002568
"577",-81.271521,43.039384
"578",-79.955777,43.262661
"579",-79.535184,43.64419
"580",-79.424347,43.649667
"581",-123.103189,49.253567
"582",-123.063835,49.265654
"583",-123.039886,49.270113
"584",-122.835945,49.279738
"585",-79.353142,43.695525
"586",-78.736624,44.349892
"587",-81.532982,43.598949
"588",-79.414222,43.645988
"589",-79.402204,43.665792
"590",-79.401849,43.665843
"591",-75.746672,45.398092
"592",-119.489053,49.878963
"593",-81.268859,43.010527
"594",-79.227556,43.164525
"595",-79.467185,43.655422
"596",-79.33933,43.679256
"597",-79.327133,43.683533
"598",-75.655348,45.453782
"599",-123.14035,49.26267
"600",-82.190788,42.402172
"601",-79.876859,43.290073
"602",-79.857009,43.29569
"603",-79.890997,43.330661
"604",-80.358025,43.381639
"605",-79.787612,43.40019
"606",-79.700412,43.498202
"607",-80.23552,43.571797
"608",-79.669503,43.59795
"609",-79.462472,43.654267
"610",-79.372883,43.694888
"611",-79.336328,43.706128
"612",-79.395327,43.714633
"613",-79.40434,43.725486
"614",-73.373283,45.074895
"615",-75.71972,45.405845
"616",-74.154542,45.458795
"617",-73.579471,45.601582
"618",-122.805213,49.066282
"619",-122.25425,49.077308
"620",-122.622074,49.164133
"621",-122.917039,49.21631
"622",-123.073421,49.231281
"623",-122.784828,49.279088
"624",-124.975139,49.703123
"625",-82.8152,42.16965
"626",-81.196657,42.965016
"627",-80.131223,43.111312
"628",-79.424483,43.150147
"629",-79.661825,43.209002
"630",-79.787817,43.402941
"631",-79.431167,43.83924
"632",-73.571769,45.529908
"633",-83.096112,42.104282
"634",-122.728753,49.125217
"635",-122.622289,49.164059
"636",-79.85558,43.257017
"637",-79.787649,43.400219
"638",-80.506724,43.453156
"639",-80.251835,43.566618
"640",-79.439808,43.644191
"641",-79.384839,43.698848
"642",-75.734557,45.391039
"643",-122.568497,49.216238
"644",-122.738258,49.285375
"645",-83.096042,42.104231
"646",-81.303539,43.026314
"647",-79.228294,43.19917
"648",-79.787595,43.400203
"649",-79.478637,43.659276
"650",-79.345878,43.667763
"651",-75.712892,45.4005
"652",-123.834994,48.994711
"653",-122.579717,49.168287
"654",-81.147858,42.989213
"655",-81.175712,43.016331
"656",-79.749659,43.222809
"657",-79.743822,43.877838
"658",-75.714161,45.408718
"659",-122.771213,49.112058
"660",-122.579697,49.168295
"661",-122.885273,49.275256
"662",-82.906563,42.331122
"663",-81.258004,42.96616
"664",-79.227147,43.202231
"665",-80.23413,43.542756
"666",-80.237834,43.558272
"667",-79.378459,43.66343
"668",-79.290497,43.678035
"669",-79.293627,43.716185
"670",-79.400067,43.732466
"671",-75.743717,45.386294
"672",-75.727061,45.39922
"673",-122.642081,49.16352
"674",-121.834729,49.169383
"675",-122.96158,49.209569
"676",-122.947269,49.22269
"677",-122.944789,49.253135
"678",-122.949823,49.265331
"679",-122.829526,49.292483
"680",-79.879103,43.291678
"681",-79.907372,43.327056
"682",-79.404458,43.642476
"683",-75.79456,45.542713
"684",-73.572976,45.573726
"685",-79.988286,43.277716
"686",-79.909966,43.331111
"687",-79.694631,43.461175
"688",-80.2277,43.546262
"689",-79.445717,43.67265
"690",-79.402662,43.674675
"691",-79.395205,43.714571
"692",-73.616067,45.520904
"693",-73.666557,45.542851
"694",-122.726197,49.125467
"695",-122.919451,49.205192
"696",-122.911086,49.209124
"697",-123.081664,49.24197
"698",-82.209319,42.420883
"699",-81.30162,42.987787
"700",-79.738282,43.384372
"701",-79.532261,43.664583
"702",-79.372292,43.667088
"703",-79.384021,43.671587
"704",-79.424269,43.679349
"705",-123.132286,49.26352
"706",-79.849042,43.314779
"707",-79.433616,43.663426
"708",-123.10167,49.211318
"709",-123.047534,49.288244
"710",-83.096202,42.104406
"711",-79.900507,43.240873
"712",-79.485275,43.658638
"713",-122.330773,49.140942
"714",-80.36343,43.360039
"715",-79.748548,43.360745
"716",-80.518338,43.4498
"717",-79.479808,43.656385
"718",-79.499292,43.666083
"719",-79.333345,43.688523
"720",-79.368713,43.691822
"721",-75.656399,45.447299
"722",-75.655761,45.453972
"723",-123.016992,49.252061
"724",-82.961307,42.298553
"725",-82.385124,42.967225
"726",-80.008647,43.198027
"727",-79.765075,43.404328
"728",-79.46347,43.654928
"729",-79.40712,43.711835
"730",-73.827041,45.474069
"731",-73.614708,45.508303
"732",-73.573081,45.514911
"733",-122.262283,49.041253
"734",-122.600412,49.139378
"735",-123.067066,49.260457
"736",-123.071805,49.279047
"737",-76.49218,44.233227
"738",-75.708924,44.854872
"739",-75.682835,45.423712
"740",-123.029884,49.218121
"741",-79.667062,43.470025
"742",-79.337508,43.685
"743",-80.010161,43.213955
"744",-79.087985,43.251987
"745",-75.677213,45.431202
"746",-123.09854,49.251361
"747",-82.519509,41.948944
"748",-123.096934,49.245778
"749",-79.478605,43.659245
"751",-79.371639,43.777721
"752",-76.501701,44.235946
"753",-82.832398,42.175775
"754",-75.765437,45.367705
"755",-78.73224,44.346336
"756",-73.575178,45.504296
"757",-79.465077,43.666814
"758",-79.904542,43.287053
"759",-79.401345,43.671075
"760",-82.19072,42.40247
"761",-81.268058,43.025191
"762",-79.231487,43.161663
"763",-79.964088,43.254997
"764",-80.480558,43.45622
"765",-79.47059,43.648861
"766",-79.4029,43.66432
"767",-79.375472,43.678283
"768",-79.39592,43.695963
"769",-75.7444,45.38958
"770",-123.066591,49.270823
